9	9	1	16
9	9	9	20
9	1	9	21
9	9	9	34
9	9	9	39
9	9	9	50
9	9	9	51
9	9	9	60
9	9	9	61
9	9	9	63
9	9	9	64
9	9	9	70
9	9	9	71
9	9	9	81
9	9	9	86
9	9	1	96
9	9	9	100
9	1	9	101
9	9	9	103
9	9	9	104
9	9	9	110
9	9	9	111
9	9	9	112
9	9	9	114
9	9	9	117
9	9	9	119
9	9	9	120
9	9	9	121
9	1	9	127
9	9	9	128
9	9	9	129
9	1	1	131
9	1	9	132
9	9	9	143
9	9	9	146
9	9	9	150
9	9	9	151
9	9	9	153
9	9	9	154
9	9	9	165
9	1	9	170
9	9	9	171
9	9	1	172
9	9	9	174
9	1	9	175
9	9	9	186
9	9	9	192
9	9	9	193
9	9	9	195
9	9	9	198
9	9	9	200
9	9	9	203
9	9	9	208
9	9	9	209
9	9	9	218
9	9	9	219
9	9	9	225
9	9	9	227
9	9	9	228
9	9	9	229
9	9	9	230
9	9	9	230
9	9	9	231
9	9	9	233
9	9	9	234
9	1	9	237
9	9	9	238
9	9	9	239
9	9	9	242
9	9	9	243
9	9	9	243
9	9	9	244
9	9	9	246
9	9	9	248
9	9	9	249
9	9	9	257
9	9	9	265
9	9	9	275
9	9	9	279
9	9	9	280
9	1	9	285
9	9	9	289
9	9	1	291
9	9	9	292
9	9	9	292
9	9	9	293
9	9	9	302
9	9	9	305
9	9	9	306
9	9	9	307
9	9	9	307
9	9	9	308
9	9	9	319
9	9	9	320
9	9	9	324
9	9	9	325
9	9	9	326
9	9	9	327
9	9	9	336
9	9	9	336
9	9	9	341
9	9	9	351
9	9	9	355
9	9	9	356
9	9	9	370
9	9	9	374
9	9	9	375
9	9	9	382
9	9	9	387
9	9	9	388
9	9	1	389
9	9	9	397
9	9	9	400
9	9	9	401
9	9	9	411
9	9	9	416
9	9	9	425
9	9	9	429
9	9	9	430
9	9	9	440
9	9	9	443
9	9	9	449
9	9	9	450
9	9	9	451
9	9	9	452
9	9	9	453
9	9	9	457
9	9	9	458
9	9	9	459
9	9	9	460
9	9	9	466
9	9	9	469
9	9	9	469
9	9	9	472
9	9	9	474
9	9	9	477
9	9	9	484
9	1	9	488
9	1	9	489
9	9	9	499
9	9	9	500
9	9	9	505
9	9	9	508
9	9	9	510
9	9	1	511
9	9	9	519
9	9	9	520
1	9	1	520
9	9	9	523
9	1	9	524
9	1	9	525
9	9	9	530
9	9	9	535
9	9	9	536
9	9	9	537
9	9	9	538
9	9	9	539
9	9	9	540
9	9	9	542
9	9	9	545
9	9	9	549
9	9	9	550
9	1	1	552
9	1	9	578
9	9	1	581
9	9	9	582
9	9	9	583
9	9	9	589
9	9	9	592
9	9	9	594
9	9	9	605
9	9	9	606
9	9	9	612
9	9	9	613
9	9	9	617
9	9	9	618
9	9	9	626
9	1	9	631
9	9	9	634
9	1	1	635
9	1	9	635
